rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
6948,2022-07-27 06:43:49+08,3088,228,2022-07-28 04:24:49+08,2,2022-02-16 10:30:53+08
6949,2022-07-27 06:44:12+08,1594,103,2022-07-30 12:39:12+08,2,2022-02-16 10:30:53+08
6950,2022-07-27 06:45:33+08,197,503,2022-07-31 11:40:33+08,2,2022-02-16 10:30:53+08
6951,2022-07-27 06:47:31+08,3348,98,2022-08-01 05:17:31+08,1,2022-02-16 10:30:53+08
6952,2022-07-27 06:51:27+08,4288,290,2022-07-30 09:45:27+08,2,2022-02-16 10:30:53+08
6953,2022-07-27 06:52:47+08,2910,306,2022-07-31 06:07:47+08,1,2022-02-16 10:30:53+08
6954,2022-07-27 06:55:13+08,1112,584,2022-07-29 02:01:13+08,2,2022-02-16 10:30:53+08
6955,2022-07-27 06:55:48+08,1104,469,2022-08-02 10:25:48+08,2,2022-02-16 10:30:53+08
6956,2022-07-27 06:55:57+08,2499,240,2022-08-04 04:41:57+08,1,2022-02-16 10:30:53+08
6957,2022-07-27 07:00:00+08,2231,518,2022-07-30 02:32:00+08,2,2022-02-16 10:30:53+08
6958,2022-07-27 07:02:41+08,657,333,2022-07-28 07:53:41+08,2,2022-02-16 10:30:53+08
6959,2022-07-27 07:07:51+08,1618,452,2022-07-28 03:45:51+08,2,2022-02-16 10:30:53+08
6960,2022-07-27 07:08:33+08,192,421,2022-08-04 03:58:33+08,2,2022-02-16 10:30:53+08
6961,2022-07-27 07:10:49+08,2205,38,2022-07-30 07:26:49+08,2,2022-02-16 10:30:53+08
6962,2022-07-27 07:10:58+08,4500,245,2022-07-30 09:11:58+08,2,2022-02-16 10:30:53+08
6963,2022-07-27 07:13:02+08,4284,489,2022-08-04 01:13:02+08,1,2022-02-16 10:30:53+08
6964,2022-07-27 07:15:04+08,1537,404,2022-07-31 07:04:04+08,2,2022-02-16 10:30:53+08
6965,2022-07-27 07:15:18+08,74,185,2022-07-28 11:30:18+08,2,2022-02-16 10:30:53+08
6966,2022-07-27 07:15:35+08,1577,45,2022-08-05 10:04:35+08,2,2022-02-16 10:30:53+08
6967,2022-07-27 07:16:31+08,1145,296,2022-08-04 05:19:31+08,1,2022-02-16 10:30:53+08
6968,2022-07-27 07:16:45+08,1662,370,2022-07-31 06:16:45+08,2,2022-02-16 10:30:53+08
6969,2022-07-27 07:23:54+08,2650,579,2022-08-03 11:34:54+08,1,2022-02-16 10:30:53+08
6970,2022-07-27 07:26:14+08,17,418,2022-08-04 03:00:14+08,2,2022-02-16 10:30:53+08
6971,2022-07-27 07:26:17+08,3493,366,2022-08-01 10:59:17+08,2,2022-02-16 10:30:53+08
6972,2022-07-27 07:31:25+08,1716,434,2022-07-29 05:15:25+08,2,2022-02-16 10:30:53+08
6973,2022-07-27 07:32:04+08,4572,564,2022-07-29 08:05:04+08,2,2022-02-16 10:30:53+08
6974,2022-07-27 07:39:16+08,2924,122,2022-08-04 08:59:16+08,2,2022-02-16 10:30:53+08
6975,2022-07-27 07:39:54+08,3328,527,2022-08-03 02:49:54+08,1,2022-02-16 10:30:53+08
6976,2022-07-27 07:40:01+08,3096,41,2022-08-01 05:30:01+08,2,2022-02-16 10:30:53+08
6977,2022-07-27 07:40:50+08,3545,429,2022-08-03 02:08:50+08,2,2022-02-16 10:30:53+08
6978,2022-07-27 07:47:40+08,3645,132,2022-07-31 11:32:40+08,2,2022-02-16 10:30:53+08
6979,2022-07-27 07:49:53+08,1001,141,2022-07-31 10:59:53+08,2,2022-02-16 10:30:53+08
6980,2022-07-27 07:50:30+08,1127,164,2022-08-04 06:35:30+08,1,2022-02-16 10:30:53+08
6981,2022-07-27 07:51:38+08,154,362,2022-07-28 08:06:38+08,2,2022-02-16 10:30:53+08
6982,2022-07-27 07:53:41+08,3843,284,2022-07-31 13:19:41+08,2,2022-02-16 10:30:53+08
6983,2022-07-27 07:55:03+08,1758,443,2022-08-02 04:19:03+08,2,2022-02-16 10:30:53+08
6984,2022-07-27 07:56:30+08,2407,297,2022-08-02 08:14:30+08,2,2022-02-16 10:30:53+08
6985,2022-07-27 07:57:42+08,1834,448,2022-07-31 07:53:42+08,1,2022-02-16 10:30:53+08
6986,2022-07-27 07:59:05+08,2104,262,2022-07-29 07:31:05+08,1,2022-02-16 10:30:53+08
6987,2022-07-27 07:59:50+08,3134,334,2022-07-28 08:47:50+08,1,2022-02-16 10:30:53+08
6988,2022-07-27 08:00:08+08,756,316,2022-07-31 11:35:08+08,2,2022-02-16 10:30:53+08
6989,2022-07-27 08:00:34+08,4036,120,2022-07-31 06:53:34+08,1,2022-02-16 10:30:53+08
6990,2022-07-27 08:02:46+08,4065,146,2022-07-31 07:22:46+08,1,2022-02-16 10:30:53+08
6991,2022-07-27 08:03:06+08,319,307,2022-08-05 11:18:06+08,2,2022-02-16 10:30:53+08
6992,2022-07-27 08:04:45+08,3411,106,2022-07-28 09:34:45+08,2,2022-02-16 10:30:53+08
6993,2022-07-27 08:05:24+08,3114,154,2022-07-30 13:23:24+08,2,2022-02-16 10:30:53+08
6994,2022-07-27 08:08:26+08,4316,400,2022-08-05 05:58:26+08,2,2022-02-16 10:30:53+08
6995,2022-07-27 08:12:13+08,1630,66,2022-07-30 04:26:13+08,1,2022-02-16 10:30:53+08
6996,2022-07-27 08:13:45+08,3237,236,2022-07-29 03:43:45+08,1,2022-02-16 10:30:53+08
6997,2022-07-27 08:14:02+08,2130,342,2022-07-29 08:12:02+08,2,2022-02-16 10:30:53+08
6998,2022-07-27 08:16:29+08,788,300,2022-07-30 12:50:29+08,2,2022-02-16 10:30:53+08
6999,2022-07-27 08:21:19+08,12,224,2022-07-30 03:33:19+08,2,2022-02-16 10:30:53+08
7000,2022-07-27 08:23:24+08,2024,31,2022-08-03 09:10:24+08,2,2022-02-16 10:30:53+08
7001,2022-07-27 08:25:34+08,1460,240,2022-08-01 06:30:34+08,2,2022-02-16 10:30:53+08
7002,2022-07-27 08:26:14+08,4157,349,2022-08-02 03:10:14+08,1,2022-02-16 10:30:53+08
7003,2022-07-27 08:32:06+08,636,161,2022-07-31 04:33:06+08,2,2022-02-16 10:30:53+08
7004,2022-07-27 08:36:05+08,4416,314,2022-08-04 06:46:05+08,1,2022-02-16 10:30:53+08
7005,2022-07-27 08:38:36+08,2438,446,2022-08-02 12:56:36+08,2,2022-02-16 10:30:53+08
7006,2022-07-27 08:42:20+08,3522,264,2022-08-03 10:19:20+08,1,2022-02-16 10:30:53+08
7007,2022-07-27 08:43:39+08,4186,257,2022-08-01 04:04:39+08,1,2022-02-16 10:30:53+08
7008,2022-07-27 08:44:03+08,3659,12,2022-07-29 04:19:03+08,2,2022-02-16 10:30:53+08
7009,2022-07-27 08:45:44+08,1585,414,2022-07-28 12:50:44+08,1,2022-02-16 10:30:53+08
7010,2022-07-27 08:56:01+08,3016,590,2022-07-30 11:40:01+08,1,2022-02-16 10:30:53+08
7011,2022-07-27 08:58:34+08,4082,254,2022-07-28 13:11:34+08,1,2022-02-16 10:30:53+08
7012,2022-07-27 09:01:03+08,779,239,2022-08-05 14:34:03+08,2,2022-02-16 10:30:53+08
7013,2022-07-27 09:03:21+08,3919,463,2022-08-01 05:12:21+08,1,2022-02-16 10:30:53+08
7014,2022-07-27 09:14:40+08,714,524,2022-08-03 07:32:40+08,2,2022-02-16 10:30:53+08
7015,2022-07-27 09:15:01+08,376,34,2022-07-28 14:46:01+08,2,2022-02-16 10:30:53+08
7016,2022-07-27 09:15:16+08,1425,423,2022-08-02 06:08:16+08,2,2022-02-16 10:30:53+08
7017,2022-07-27 09:16:03+08,753,176,2022-07-31 14:49:03+08,1,2022-02-16 10:30:53+08
7018,2022-07-27 09:20:22+08,1078,451,2022-08-02 12:04:22+08,2,2022-02-16 10:30:53+08
7019,2022-07-27 09:20:26+08,3837,491,2022-08-03 05:48:26+08,1,2022-02-16 10:30:53+08
7020,2022-07-27 09:24:27+08,3965,506,2022-07-29 08:27:27+08,2,2022-02-16 10:30:53+08
7021,2022-07-27 09:26:38+08,2690,380,2022-08-05 08:18:38+08,1,2022-02-16 10:30:53+08
7022,2022-07-27 09:31:15+08,1711,243,2022-07-29 09:52:15+08,1,2022-02-16 10:30:53+08
7023,2022-07-27 09:32:44+08,4196,303,2022-08-03 11:06:44+08,1,2022-02-16 10:30:53+08
7024,2022-07-27 09:36:40+08,3113,252,2022-07-28 13:58:40+08,1,2022-02-16 10:30:53+08
7025,2022-07-27 09:40:29+08,3530,176,2022-07-30 06:02:29+08,2,2022-02-16 10:30:53+08
7026,2022-07-27 09:48:58+08,3456,493,2022-07-29 10:41:58+08,2,2022-02-16 10:30:53+08
7027,2022-07-27 09:50:15+08,3280,61,2022-08-04 09:58:15+08,1,2022-02-16 10:30:53+08
7028,2022-07-27 09:54:25+08,834,179,2022-08-02 13:16:25+08,2,2022-02-16 10:30:53+08
7029,2022-07-27 09:57:43+08,2862,389,2022-07-30 15:24:43+08,1,2022-02-16 10:30:53+08
7030,2022-07-27 10:01:40+08,1277,550,2022-07-31 14:01:40+08,1,2022-02-16 10:30:53+08
7031,2022-07-27 10:02:07+08,1435,530,2022-08-02 14:14:07+08,1,2022-02-16 10:30:53+08
7032,2022-07-27 10:03:09+08,3397,269,2022-07-29 05:57:09+08,1,2022-02-16 10:30:53+08
7033,2022-07-27 10:03:25+08,2803,352,2022-07-28 08:57:25+08,2,2022-02-16 10:30:53+08
7034,2022-07-27 10:03:37+08,1712,281,2022-07-29 06:18:37+08,1,2022-02-16 10:30:53+08
7035,2022-07-27 10:06:09+08,2439,90,2022-08-03 04:59:09+08,2,2022-02-16 10:30:53+08
7036,2022-07-27 10:06:12+08,2569,70,2022-07-29 06:26:12+08,2,2022-02-16 10:30:53+08
7037,2022-07-27 10:06:44+08,3155,171,2022-08-02 11:51:44+08,2,2022-02-16 10:30:53+08
7038,2022-07-27 10:07:29+08,1909,518,2022-07-31 11:55:29+08,2,2022-02-16 10:30:53+08
7039,2022-07-27 10:11:48+08,1906,99,2022-08-02 06:55:48+08,1,2022-02-16 10:30:53+08
7040,2022-07-27 10:17:19+08,470,524,2022-07-29 14:03:19+08,2,2022-02-16 10:30:53+08
7041,2022-07-27 10:18:32+08,4212,379,2022-07-30 13:40:32+08,2,2022-02-16 10:30:53+08
7042,2022-07-27 10:20:18+08,399,188,2022-08-01 09:23:18+08,1,2022-02-16 10:30:53+08
7043,2022-07-27 10:24:23+08,3422,493,2022-08-05 09:55:23+08,2,2022-02-16 10:30:53+08
7044,2022-07-27 10:27:29+08,88,147,2022-08-01 14:00:29+08,2,2022-02-16 10:30:53+08
7045,2022-07-27 10:27:35+08,1788,64,2022-08-01 13:31:35+08,2,2022-02-16 10:30:53+08
7046,2022-07-27 10:27:56+08,3740,349,2022-07-30 07:54:56+08,2,2022-02-16 10:30:53+08
7047,2022-07-27 10:31:11+08,2866,236,2022-08-04 06:40:11+08,1,2022-02-16 10:30:53+08
7048,2022-07-27 10:31:48+08,3707,581,2022-08-05 14:30:48+08,2,2022-02-16 10:30:53+08
7049,2022-07-27 10:32:41+08,3043,332,2022-08-04 15:32:41+08,2,2022-02-16 10:30:53+08
7050,2022-07-27 10:33:17+08,1135,55,2022-08-02 10:12:17+08,1,2022-02-16 10:30:53+08
7051,2022-07-27 10:34:37+08,1310,184,2022-07-31 10:48:37+08,2,2022-02-16 10:30:53+08
7052,2022-07-27 10:36:38+08,3798,75,2022-08-04 04:51:38+08,1,2022-02-16 10:30:53+08
7053,2022-07-27 10:38:54+08,149,408,2022-07-31 08:13:54+08,1,2022-02-16 10:30:53+08
7054,2022-07-27 10:43:28+08,2661,179,2022-08-04 16:15:28+08,1,2022-02-16 10:30:53+08
7055,2022-07-27 10:45:42+08,4305,154,2022-07-30 12:11:42+08,1,2022-02-16 10:30:53+08
7056,2022-07-27 10:46:27+08,805,233,2022-08-05 14:46:27+08,1,2022-02-16 10:30:53+08
7057,2022-07-27 10:50:03+08,1196,320,2022-08-04 11:36:03+08,1,2022-02-16 10:30:53+08
7058,2022-07-27 10:50:46+08,716,90,2022-08-04 14:40:46+08,2,2022-02-16 10:30:53+08
7059,2022-07-27 10:51:02+08,129,578,2022-08-03 05:04:02+08,1,2022-02-16 10:30:53+08
7060,2022-07-27 10:51:04+08,3912,479,2022-08-03 14:53:04+08,1,2022-02-16 10:30:53+08
7061,2022-07-27 10:51:10+08,880,145,2022-07-31 12:36:10+08,1,2022-02-16 10:30:53+08
7062,2022-07-27 10:52:01+08,226,469,2022-08-03 15:26:01+08,1,2022-02-16 10:30:53+08
7063,2022-07-27 10:52:27+08,2125,58,2022-08-04 14:53:27+08,1,2022-02-16 10:30:53+08
7064,2022-07-27 10:53:29+08,4204,320,2022-08-03 13:32:29+08,1,2022-02-16 10:30:53+08
7065,2022-07-27 10:53:43+08,3570,536,2022-07-31 06:41:43+08,2,2022-02-16 10:30:53+08
7066,2022-07-27 10:53:52+08,1862,185,2022-08-05 10:32:52+08,1,2022-02-16 10:30:53+08
7067,2022-07-27 10:55:10+08,870,60,2022-08-01 09:56:10+08,1,2022-02-16 10:30:53+08
7068,2022-07-27 10:57:50+08,4465,568,2022-07-30 11:27:50+08,1,2022-02-16 10:30:53+08
7069,2022-07-27 10:59:35+08,2073,343,2022-08-05 10:33:35+08,1,2022-02-16 10:30:53+08
7070,2022-07-27 11:01:08+08,4182,280,2022-07-30 15:10:08+08,2,2022-02-16 10:30:53+08
7071,2022-07-27 11:01:15+08,4361,61,2022-08-03 12:18:15+08,2,2022-02-16 10:30:53+08
7072,2022-07-27 11:02:33+08,3899,260,2022-07-28 16:26:33+08,2,2022-02-16 10:30:53+08
7073,2022-07-27 11:03:26+08,3859,92,2022-08-03 12:50:26+08,1,2022-02-16 10:30:53+08
7074,2022-07-27 11:06:24+08,1390,165,2022-07-28 09:04:24+08,1,2022-02-16 10:30:53+08
7075,2022-07-27 11:11:40+08,4414,530,2022-08-03 15:16:40+08,2,2022-02-16 10:30:53+08
7076,2022-07-27 11:12:14+08,2821,333,2022-08-05 07:44:14+08,1,2022-02-16 10:30:53+08
7077,2022-07-27 11:13:02+08,3186,155,2022-08-01 06:15:02+08,1,2022-02-16 10:30:53+08
7078,2022-07-27 11:16:37+08,4518,545,2022-08-05 09:34:37+08,1,2022-02-16 10:30:53+08
7079,2022-07-27 11:21:58+08,4356,356,2022-08-04 15:08:58+08,1,2022-02-16 10:30:53+08
7080,2022-07-27 11:25:25+08,710,466,2022-08-04 11:22:25+08,2,2022-02-16 10:30:53+08
7081,2022-07-27 11:25:59+08,462,420,2022-08-01 07:14:59+08,1,2022-02-16 10:30:53+08
7082,2022-07-27 11:27:32+08,2032,64,2022-07-30 13:06:32+08,2,2022-02-16 10:30:53+08
7083,2022-07-27 11:28:39+08,2663,575,2022-07-30 11:35:39+08,2,2022-02-16 10:30:53+08
7084,2022-07-27 11:34:07+08,785,32,2022-08-05 07:21:07+08,2,2022-02-16 10:30:53+08
7085,2022-07-27 11:35:44+08,2603,223,2022-08-05 14:10:44+08,2,2022-02-16 10:30:53+08
7086,2022-07-27 11:39:46+08,2938,595,2022-08-05 07:32:46+08,2,2022-02-16 10:30:53+08
7087,2022-07-27 11:42:08+08,1159,22,2022-08-02 07:53:08+08,1,2022-02-16 10:30:53+08
7088,2022-07-27 11:42:28+08,373,88,2022-08-04 14:09:28+08,2,2022-02-16 10:30:53+08
7089,2022-07-27 11:43:42+08,1380,446,2022-07-30 17:04:42+08,1,2022-02-16 10:30:53+08
7090,2022-07-27 11:43:53+08,3495,218,2022-07-29 14:33:53+08,2,2022-02-16 10:30:53+08
7091,2022-07-27 11:44:10+08,2593,322,2022-07-31 14:14:10+08,1,2022-02-16 10:30:53+08
7092,2022-07-27 11:46:00+08,1433,345,2022-08-03 14:22:00+08,2,2022-02-16 10:30:53+08
7093,2022-07-27 11:47:00+08,3065,574,2022-07-31 17:15:00+08,1,2022-02-16 10:30:53+08
7094,2022-07-27 11:47:33+08,867,373,2022-07-31 11:07:33+08,2,2022-02-16 10:30:53+08
7095,2022-07-27 11:51:15+08,1008,551,2022-08-05 17:25:15+08,2,2022-02-16 10:30:53+08
7096,2022-07-27 11:54:42+08,2575,3,2022-08-03 08:42:42+08,2,2022-02-16 10:30:53+08
7097,2022-07-27 11:56:09+08,258,487,2022-07-31 12:47:09+08,1,2022-02-16 10:30:53+08
7098,2022-07-27 12:01:08+08,2555,359,2022-08-02 14:49:08+08,2,2022-02-16 10:30:53+08
7099,2022-07-27 12:03:44+08,3136,6,2022-07-29 07:12:44+08,2,2022-02-16 10:30:53+08
7100,2022-07-27 12:05:01+08,4224,413,2022-07-29 06:12:01+08,2,2022-02-16 10:30:53+08
7101,2022-07-27 12:06:34+08,2006,221,2022-07-29 13:12:34+08,1,2022-02-16 10:30:53+08
7102,2022-07-27 12:07:21+08,1081,411,2022-08-01 16:41:21+08,2,2022-02-16 10:30:53+08
7103,2022-07-27 12:08:59+08,1697,403,2022-07-29 10:42:59+08,2,2022-02-16 10:30:53+08
7104,2022-07-27 12:15:25+08,118,217,2022-08-01 12:36:25+08,2,2022-02-16 10:30:53+08
7105,2022-07-27 12:15:37+08,864,15,2022-07-28 12:49:37+08,2,2022-02-16 10:30:53+08
7106,2022-07-27 12:21:24+08,1415,201,2022-08-02 08:58:24+08,2,2022-02-16 10:30:53+08
7107,2022-07-27 12:22:04+08,1883,104,2022-08-02 13:38:04+08,1,2022-02-16 10:30:53+08
7108,2022-07-27 12:28:32+08,2720,355,2022-07-31 14:52:32+08,1,2022-02-16 10:30:53+08
7109,2022-07-27 12:28:57+08,1658,406,2022-08-04 17:41:57+08,2,2022-02-16 10:30:53+08
7110,2022-07-27 12:30:48+08,3289,157,2022-07-28 08:43:48+08,1,2022-02-16 10:30:53+08
7111,2022-07-27 12:38:16+08,1252,473,2022-07-29 11:28:16+08,2,2022-02-16 10:30:53+08
7112,2022-07-27 12:38:42+08,4056,101,2022-08-03 12:35:42+08,1,2022-02-16 10:30:53+08
7113,2022-07-27 12:41:20+08,1963,534,2022-07-30 11:50:20+08,1,2022-02-16 10:30:53+08
7114,2022-07-27 12:42:13+08,3892,121,2022-07-29 08:59:13+08,1,2022-02-16 10:30:53+08
7115,2022-07-27 12:42:58+08,3620,359,2022-08-02 12:35:58+08,2,2022-02-16 10:30:53+08
7116,2022-07-27 12:46:43+08,1755,209,2022-08-05 12:54:43+08,1,2022-02-16 10:30:53+08
7117,2022-07-27 12:48:36+08,2772,326,2022-08-01 07:33:36+08,1,2022-02-16 10:30:53+08
7118,2022-07-27 12:53:50+08,582,591,2022-08-05 11:19:50+08,2,2022-02-16 10:30:53+08
7119,2022-07-27 12:55:32+08,1732,102,2022-07-29 10:19:32+08,1,2022-02-16 10:30:53+08
7120,2022-07-27 12:56:39+08,416,98,2022-08-04 17:57:39+08,1,2022-02-16 10:30:53+08
7121,2022-07-27 12:58:32+08,1264,252,2022-07-29 13:14:32+08,1,2022-02-16 10:30:53+08
7122,2022-07-27 13:03:18+08,1699,172,2022-08-04 17:43:18+08,2,2022-02-16 10:30:53+08
7123,2022-07-27 13:08:48+08,134,232,2022-08-04 12:26:48+08,1,2022-02-16 10:30:53+08
7124,2022-07-27 13:09:30+08,3449,34,2022-08-02 16:31:30+08,1,2022-02-16 10:30:53+08
7125,2022-07-27 13:11:00+08,801,460,2022-08-04 16:41:00+08,2,2022-02-16 10:30:53+08
7126,2022-07-27 13:13:13+08,3240,582,2022-07-28 15:22:13+08,2,2022-02-16 10:30:53+08
7127,2022-07-27 13:13:48+08,273,486,2022-08-01 09:50:48+08,2,2022-02-16 10:30:53+08
7128,2022-07-27 13:14:36+08,143,529,2022-08-02 12:18:36+08,1,2022-02-16 10:30:53+08
7129,2022-07-27 13:18:01+08,1930,221,2022-07-28 09:38:01+08,1,2022-02-16 10:30:53+08
7130,2022-07-27 13:23:36+08,420,81,2022-07-28 17:23:36+08,1,2022-02-16 10:30:53+08
7131,2022-07-27 13:25:06+08,2832,585,2022-07-31 16:07:06+08,1,2022-02-16 10:30:53+08
7132,2022-07-27 13:28:34+08,3201,227,2022-08-05 13:02:34+08,2,2022-02-16 10:30:53+08
7133,2022-07-27 13:29:23+08,2995,496,2022-07-29 10:20:23+08,2,2022-02-16 10:30:53+08
7134,2022-07-27 13:33:06+08,1058,574,2022-07-28 13:15:06+08,1,2022-02-16 10:30:53+08
7135,2022-07-27 13:34:32+08,2959,172,2022-07-28 10:01:32+08,1,2022-02-16 10:30:53+08
7136,2022-07-27 13:38:25+08,1929,6,2022-08-03 12:13:25+08,1,2022-02-16 10:30:53+08
7137,2022-07-27 13:40:41+08,3957,483,2022-07-29 16:05:41+08,2,2022-02-16 10:30:53+08
7138,2022-07-27 13:47:13+08,1418,31,2022-08-03 08:12:13+08,2,2022-02-16 10:30:53+08
7139,2022-07-27 13:52:21+08,846,575,2022-07-30 08:45:21+08,1,2022-02-16 10:30:53+08
7140,2022-07-27 13:54:12+08,2028,35,2022-08-03 17:36:12+08,2,2022-02-16 10:30:53+08
7141,2022-07-27 13:55:27+08,3579,423,2022-08-01 18:10:27+08,1,2022-02-16 10:30:53+08
7142,2022-07-27 13:55:39+08,1743,396,2022-07-28 08:41:39+08,2,2022-02-16 10:30:53+08
7143,2022-07-27 13:56:31+08,2877,91,2022-07-31 11:38:31+08,2,2022-02-16 10:30:53+08
7144,2022-07-27 14:00:37+08,4506,485,2022-08-01 13:57:37+08,1,2022-02-16 10:30:53+08
7145,2022-07-27 14:01:00+08,3653,109,2022-07-31 09:31:00+08,1,2022-02-16 10:30:53+08
7146,2022-07-27 14:02:30+08,2245,323,2022-08-05 17:29:30+08,1,2022-02-16 10:30:53+08
7147,2022-07-27 14:02:34+08,990,192,2022-08-01 09:16:34+08,1,2022-02-16 10:30:53+08
7148,2022-07-27 14:04:09+08,1783,354,2022-08-03 17:20:09+08,2,2022-02-16 10:30:53+08
7149,2022-07-27 14:10:40+08,3902,242,2022-08-03 14:37:40+08,2,2022-02-16 10:30:53+08
7150,2022-07-27 14:11:14+08,457,191,2022-08-05 13:55:14+08,2,2022-02-16 10:30:53+08
7151,2022-07-27 14:14:31+08,1259,289,2022-08-01 08:35:31+08,2,2022-02-16 10:30:53+08
7152,2022-07-27 14:15:01+08,2338,370,2022-08-05 11:50:01+08,1,2022-02-16 10:30:53+08
7153,2022-07-27 14:15:38+08,2657,41,2022-07-28 16:56:38+08,1,2022-02-16 10:30:53+08
7154,2022-07-27 14:16:17+08,2019,518,2022-07-28 11:04:17+08,2,2022-02-16 10:30:53+08
7155,2022-07-27 14:18:46+08,171,23,2022-08-04 17:28:46+08,1,2022-02-16 10:30:53+08
7156,2022-07-27 14:19:34+08,34,154,2022-07-31 11:31:34+08,1,2022-02-16 10:30:53+08
7157,2022-07-27 14:20:28+08,1353,423,2022-08-02 14:19:28+08,1,2022-02-16 10:30:53+08
7158,2022-07-27 14:23:58+08,2432,38,2022-08-03 13:00:58+08,2,2022-02-16 10:30:53+08
7159,2022-07-27 14:24:00+08,1220,158,2022-08-05 18:13:00+08,1,2022-02-16 10:30:53+08
7160,2022-07-27 14:26:06+08,3905,71,2022-07-31 11:54:06+08,2,2022-02-16 10:30:53+08
7161,2022-07-27 14:26:32+08,378,572,2022-08-03 08:26:32+08,2,2022-02-16 10:30:53+08
7162,2022-07-27 14:32:45+08,2251,289,2022-07-30 10:48:45+08,1,2022-02-16 10:30:53+08
7163,2022-07-27 14:36:11+08,3666,38,2022-08-04 13:03:11+08,2,2022-02-16 10:30:53+08
7164,2022-07-27 14:36:34+08,527,284,2022-08-04 12:05:34+08,2,2022-02-16 10:30:53+08
7165,2022-07-27 14:36:46+08,497,243,2022-07-30 16:22:46+08,2,2022-02-16 10:30:53+08
7166,2022-07-27 14:36:56+08,1375,562,2022-08-02 10:46:56+08,1,2022-02-16 10:30:53+08
7167,2022-07-27 14:37:26+08,238,380,2022-08-03 13:39:26+08,1,2022-02-16 10:30:53+08
7168,2022-07-27 14:51:11+08,6,252,2022-08-01 11:08:11+08,2,2022-02-16 10:30:53+08
7169,2022-07-27 14:51:39+08,735,559,2022-08-01 13:42:39+08,1,2022-02-16 10:30:53+08
7170,2022-07-27 14:58:26+08,370,140,2022-07-28 09:30:26+08,1,2022-02-16 10:30:53+08
7171,2022-07-27 14:58:35+08,4381,406,2022-08-03 14:45:35+08,1,2022-02-16 10:30:53+08
7172,2022-07-27 14:59:16+08,2405,362,2022-08-01 11:46:16+08,1,2022-02-16 10:30:53+08
7173,2022-07-27 14:59:24+08,177,592,2022-07-28 09:23:24+08,2,2022-02-16 10:30:53+08
7174,2022-07-27 15:00:36+08,46,570,2022-08-01 10:11:36+08,1,2022-02-16 10:30:53+08
7175,2022-07-27 15:03:22+08,568,190,2022-08-01 09:47:22+08,2,2022-02-16 10:30:53+08
7176,2022-07-27 15:04:28+08,227,257,2022-07-29 21:00:28+08,2,2022-02-16 10:30:53+08
7177,2022-07-27 15:07:39+08,3818,133,2022-07-30 10:17:39+08,2,2022-02-16 10:30:53+08
7178,2022-07-27 15:09:25+08,1899,31,2022-07-29 20:00:25+08,2,2022-02-16 10:30:53+08
7179,2022-07-27 15:10:29+08,2365,537,2022-07-28 19:24:29+08,2,2022-02-16 10:30:53+08
7180,2022-07-27 15:14:34+08,460,215,2022-07-31 12:24:34+08,1,2022-02-16 10:30:53+08
7181,2022-07-27 15:14:34+08,2788,130,2022-07-28 10:09:34+08,1,2022-02-16 10:30:53+08
7182,2022-07-27 15:15:38+08,3209,97,2022-08-03 19:48:38+08,2,2022-02-16 10:30:53+08
7183,2022-07-27 15:18:38+08,3384,302,2022-08-01 10:24:38+08,1,2022-02-16 10:30:53+08
7184,2022-07-27 15:22:26+08,2324,457,2022-08-02 16:34:26+08,2,2022-02-16 10:30:53+08
7185,2022-07-27 15:23:54+08,2340,121,2022-07-30 16:50:54+08,1,2022-02-16 10:30:53+08
7186,2022-07-27 15:26:12+08,4005,584,2022-07-28 19:21:12+08,1,2022-02-16 10:30:53+08
7187,2022-07-27 15:27:58+08,2733,169,2022-08-05 16:05:58+08,1,2022-02-16 10:30:53+08
7188,2022-07-27 15:32:08+08,2199,259,2022-07-28 15:02:08+08,1,2022-02-16 10:30:53+08
7189,2022-07-27 15:35:02+08,4419,151,2022-07-30 21:00:02+08,2,2022-02-16 10:30:53+08
7190,2022-07-27 15:36:01+08,1330,372,2022-07-30 15:32:01+08,2,2022-02-16 10:30:53+08
7191,2022-07-27 15:36:15+08,4292,495,2022-08-03 15:54:15+08,1,2022-02-16 10:30:53+08
7192,2022-07-27 15:36:55+08,4329,532,2022-07-30 18:58:55+08,2,2022-02-16 10:30:53+08
7193,2022-07-27 15:37:00+08,1801,237,2022-07-30 19:51:00+08,2,2022-02-16 10:30:53+08
7194,2022-07-27 15:39:58+08,254,172,2022-08-01 10:12:58+08,1,2022-02-16 10:30:53+08
7195,2022-07-27 15:47:01+08,721,157,2022-07-30 15:40:01+08,2,2022-02-16 10:30:53+08
7196,2022-07-27 15:49:08+08,2998,118,2022-07-29 10:54:08+08,1,2022-02-16 10:30:53+08
7197,2022-07-27 15:49:32+08,2109,577,2022-07-31 20:50:32+08,1,2022-02-16 10:30:53+08
7198,2022-07-27 15:50:07+08,4283,520,2022-08-04 16:46:07+08,2,2022-02-16 10:30:53+08
7199,2022-07-27 15:53:23+08,3685,292,2022-08-03 17:01:23+08,1,2022-02-16 10:30:53+08
7200,2022-07-27 15:57:38+08,4406,78,2022-08-02 19:29:38+08,2,2022-02-16 10:30:53+08
7201,2022-07-27 15:57:40+08,482,598,2022-08-04 16:55:40+08,2,2022-02-16 10:30:53+08
7202,2022-07-27 16:00:20+08,109,560,2022-08-04 10:09:20+08,1,2022-02-16 10:30:53+08
